59,55,No,economy,tesco abandons video-streaming ambitions in blinkbox sale
60,56,Yes,corporate,"fda approves nps drug, in move validating shire takeover deal"
61,56,No,stock,"fda approves nps drug, in move validating shire takeover deal"
62,56,No,market,"fda approves nps drug, in move validating shire takeover deal"
63,56,No,economy,"fda approves nps drug, in move validating shire takeover deal"
64,60,Yes,corporate,ocwen reaches settlement with california regulator
65,60,No,stock,ocwen reaches settlement with california regulator
66,60,No,market,ocwen reaches settlement with california regulator
67,60,No,economy,ocwen reaches settlement with california regulator
68,67,Yes,corporate,morrisons faces festive sales test
69,67,No,stock,morrisons faces festive sales test
70,67,No,market,morrisons faces festive sales test
71,67,No,economy,morrisons faces festive sales test
72,69,No,corporate,tesco share price dips as blinkbox books closes ending supermarket's digital ...
73,69,Yes,stock,tesco share price dips as blinkbox books closes ending supermarket's digital ...
74,69,No,market,tesco share price dips as blinkbox books closes ending supermarket's digital ...
75,69,No,economy,tesco share price dips as blinkbox books closes ending supermarket's digital ...
76,70,Yes,corporate,shire to buy nps for $5.2 billion to boost rare disease drugs
77,70,No,stock,shire to buy nps for $5.2 billion to boost rare disease drugs
78,70,No,market,shire to buy nps for $5.2 billion to boost rare disease drugs
79,70,No,economy,shire to buy nps for $5.2 billion to boost rare disease drugs
80,76,Yes,corporate,astrazeneca's medimmune inks licensing deal with omnis pharmaceuticals
81,76,No,stock,astrazeneca's medimmune inks licensing deal with omnis pharmaceuticals
82,76,No,market,astrazeneca's medimmune inks licensing deal with omnis pharmaceuticals
83,76,No,economy,astrazeneca's medimmune inks licensing deal with omnis pharmaceuticals
84,78,Yes,corporate,fda approves shire's vyvanse for binge-eating disorder
85,78,No,stock,fda approves shire's vyvanse for binge-eating disorder
86,78,No,market,fda approves shire's vyvanse for binge-eating disorder
87,78,No,economy,fda approves shire's vyvanse for binge-eating disorder
88,82,No,corporate,companies thetrainline.com announces arrival of london ipo
89,82,Yes,stock,companies thetrainline.com announces arrival of london ipo
90,82,No,market,companies thetrainline.com announces arrival of london ipo
91,82,No,economy,companies thetrainline.com announces arrival of london ipo
92,87,Yes,corporate,breakingviews: iag can pay more for aer lingus
93,87,No,stock,breakingviews: iag can pay more for aer lingus
94,87,No,market,breakingviews: iag can pay more for aer lingus
95,87,No,economy,breakingviews: iag can pay more for aer lingus
96,88,No,corporate,tesco share price jumps as q3 sales top estimates
97,88,Yes,stock,tesco share price jumps as q3 sales top estimates
98,88,No,market,tesco share price jumps as q3 sales top estimates
99,88,No,economy,tesco share price jumps as q3 sales top estimates
100,90,No,corporate,crh's concrete bid for holcim lafarge assets
101,90,Yes,stock,crh's concrete bid for holcim lafarge assets
102,90,No,market,crh's concrete bid for holcim lafarge assets
103,90,No,economy,crh's concrete bid for holcim lafarge assets
104,94,No,corporate,persimmon share price climbs on 23% rise in full-year revenue
105,94,Yes,stock,persimmon share price climbs on 23% rise in full-year revenue
106,94,No,market,persimmon share price climbs on 23% rise in full-year revenue
107,94,No,economy,persimmon share price climbs on 23% rise in full-year revenue
108,96,Yes,corporate,ruling sets lower limit on potential fine for bp
109,96,No,stock,ruling sets lower limit on potential fine for bp
110,96,No,market,ruling sets lower limit on potential fine for bp
111,96,No,economy,ruling sets lower limit on potential fine for bp
112,98,No,corporate,reed elsevier share price slides on underwhelming full-year results
113,98,Yes,stock,reed elsevier share price slides on underwhelming full-year results
114,98,No,market,reed elsevier share price slides on underwhelming full-year results
115,98,No,economy,reed elsevier share price slides on underwhelming full-year results
116,99,No,corporate,update 1-meggitt reiterates annual outlook after tough 2014
117,99,Yes,stock,update 1-meggitt reiterates annual outlook after tough 2014
118,99,No,market,update 1-meggitt reiterates annual outlook after tough 2014
119,99,No,economy,update 1-meggitt reiterates annual outlook after tough 2014
120,100,No,corporate,slump in weir leads ftse down from record high
121,100,No,stock,slump in weir leads ftse down from record high
122,100,Yes,market,slump in weir leads ftse down from record high
123,100,No,economy,slump in weir leads ftse down from record high
124,105,Yes,corporate,bunzl lifts dividend again as acquisitions continue to boost profits
125,105,No,stock,bunzl lifts dividend again as acquisitions continue to boost profits
126,105,No,market,bunzl lifts dividend again as acquisitions continue to boost profits
127,105,No,economy,bunzl lifts dividend again as acquisitions continue to boost profits
128,107,Yes,corporate,refile-update 4-britain's lloyds to pay first dividend since rescue
129,107,No,stock,refile-update 4-britain's lloyds to pay first dividend since rescue
130,107,No,market,refile-update 4-britain's lloyds to pay first dividend since rescue
131,107,No,economy,refile-update 4-britain's lloyds to pay first dividend since rescue
132,115,Yes,corporate,glaxosmithkline set to complete $20 billion novartis asset swap next week
133,115,No,stock,glaxosmithkline set to complete $20 billion novartis asset swap next week
134,115,No,market,glaxosmithkline set to complete $20 billion novartis asset swap next week
135,115,No,economy,glaxosmithkline set to complete $20 billion novartis asset swap next week
136,116,No,corporate,meggitt share price tumbles as profit falls in 'challenging year'
137,116,Yes,stock,meggitt share price tumbles as profit falls in 'challenging year'
138,116,No,market,meggitt share price tumbles as profit falls in 'challenging year'
139,116,No,economy,meggitt share price tumbles as profit falls in 'challenging year'
140,123,No,corporate,analyst views: astrazeneca shares have seen recent volatility; what will 2015 ...
141,123,No,stock,analyst views: astrazeneca shares have seen recent volatility; what will 2015 ...
142,123,Yes,market,analyst views: astrazeneca shares have seen recent volatility; what will 2015 ...
143,123,No,economy,analyst views: astrazeneca shares have seen recent volatility; what will 2015 ...
144,127,No,corporate,arm royalties accelerate as smartphone market regains strength
145,127,No,stock,arm royalties accelerate as smartphone market regains strength
146,127,Yes,market,arm royalties accelerate as smartphone market regains strength
147,127,No,economy,arm royalties accelerate as smartphone market regains strength
148,128,Yes,corporate,conagra names former hillshire farms ceo connolly to top post
149,128,No,stock,conagra names former hillshire farms ceo connolly to top post
150,128,No,market,conagra names former hillshire farms ceo connolly to top post
151,128,No,economy,conagra names former hillshire farms ceo connolly to top post
152,129,Yes,corporate,bg group appoints new ceo one month early
153,129,No,stock,bg group appoints new ceo one month early
154,129,No,market,bg group appoints new ceo one month early
155,129,No,economy,bg group appoints new ceo one month early
156,132,Yes,corporate,"glencore cuts 2015 budget, plans to divest from lonmin"
157,132,No,stock,"glencore cuts 2015 budget, plans to divest from lonmin"
158,132,No,market,"glencore cuts 2015 budget, plans to divest from lonmin"
159,132,No,economy,"glencore cuts 2015 budget, plans to divest from lonmin"
160,135,No,corporate,u.s. debt lures schroders as ecb depresses rates
161,135,No,stock,u.s. debt lures schroders as ecb depresses rates
162,135,No,market,u.s. debt lures schroders as ecb depresses rates
163,135,Yes,economy,u.s. debt lures schroders as ecb depresses rates
164,138,Yes,corporate,tullow oil suspends dividend amid oil price fall
165,138,No,stock,tullow oil suspends dividend amid oil price fall
166,138,No,market,tullow oil suspends dividend amid oil price fall
167,138,No,economy,tullow oil suspends dividend amid oil price fall
168,142,Yes,corporate,"oil majors like royal dutch shell, chevron, bp fail to find reserves to counter ..."
169,142,No,stock,"oil majors like royal dutch shell, chevron, bp fail to find reserves to counter ..."
170,142,No,market,"oil majors like royal dutch shell, chevron, bp fail to find reserves to counter ..."
171,142,No,economy,"oil majors like royal dutch shell, chevron, bp fail to find reserves to counter ..."
172,153,Yes,corporate,standard chartered lags on capital worries
173,153,No,stock,standard chartered lags on capital worries
174,153,No,market,standard chartered lags on capital worries
175,153,No,economy,standard chartered lags on capital worries
176,156,Yes,corporate,standard life share price: insurer buys advice firm pearson jones
177,156,No,stock,standard life share price: insurer buys advice firm pearson jones
178,156,No,market,standard life share price: insurer buys advice firm pearson jones
179,156,No,economy,standard life share price: insurer buys advice firm pearson jones
180,158,Yes,corporate,tesco closes in on new chairman with dixons carphone's john allan in the frame
181,158,No,stock,tesco closes in on new chairman with dixons carphone's john allan in the frame
182,158,No,market,tesco closes in on new chairman with dixons carphone's john allan in the frame
183,158,No,economy,tesco closes in on new chairman with dixons carphone's john allan in the frame
184,159,No,corporate,millercoors delivers 2.9% underlying net income growth for 2014
185,159,Yes,stock,millercoors delivers 2.9% underlying net income growth for 2014
186,159,No,market,millercoors delivers 2.9% underlying net income growth for 2014
187,159,No,economy,millercoors delivers 2.9% underlying net income growth for 2014
188,165,Yes,corporate,rbs will reportedly appoint howard davies as its next chairman
189,165,No,stock,rbs will reportedly appoint howard davies as its next chairman
190,165,No,market,rbs will reportedly appoint howard davies as its next chairman
191,165,No,economy,rbs will reportedly appoint howard davies as its next chairman
192,168,Yes,corporate,hsbc hit by fresh details of tax evasion claims
193,168,No,stock,hsbc hit by fresh details of tax evasion claims
194,168,No,market,hsbc hit by fresh details of tax evasion claims
195,168,No,economy,hsbc hit by fresh details of tax evasion claims
196,171,Yes,corporate,relief for lewis as tesco sees sales grow for first time in a year
197,171,No,stock,relief for lewis as tesco sees sales grow for first time in a year
198,171,No,market,relief for lewis as tesco sees sales grow for first time in a year
199,171,No,economy,relief for lewis as tesco sees sales grow for first time in a year
200,176,Yes,corporate,morrisons finance chief to fill gap as ceo leaves early
201,176,No,stock,morrisons finance chief to fill gap as ceo leaves early
202,176,No,market,morrisons finance chief to fill gap as ceo leaves early
203,176,No,economy,morrisons finance chief to fill gap as ceo leaves early
204,178,No,corporate,"update: persimmon profit up strongly, outlook positive"
205,178,Yes,stock,"update: persimmon profit up strongly, outlook positive"
206,178,No,market,"update: persimmon profit up strongly, outlook positive"
207,178,No,economy,"update: persimmon profit up strongly, outlook positive"
208,182,Yes,corporate,trlpc - crh backs lafarge holcim asset buy with 6.5 bln euro bridge loan
209,182,No,stock,trlpc - crh backs lafarge holcim asset buy with 6.5 bln euro bridge loan
210,182,No,market,trlpc - crh backs lafarge holcim asset buy with 6.5 bln euro bridge loan
211,182,No,economy,trlpc - crh backs lafarge holcim asset buy with 6.5 bln euro bridge loan
212,183,Yes,corporate,tesco shareholders back itv head for chairman
213,183,No,stock,tesco shareholders back itv head for chairman
214,183,No,market,tesco shareholders back itv head for chairman
215,183,No,economy,tesco shareholders back itv head for chairman
216,184,No,corporate,"buffett's berkshire builds deere stake, dumps exxon"
217,184,Yes,stock,"buffett's berkshire builds deere stake, dumps exxon"
218,184,No,market,"buffett's berkshire builds deere stake, dumps exxon"
219,184,No,economy,"buffett's berkshire builds deere stake, dumps exxon"
220,185,Yes,corporate,aviva fined $27 million by u.k. regulator over fee failings
221,185,No,stock,aviva fined $27 million by u.k. regulator over fee failings
222,185,No,market,aviva fined $27 million by u.k. regulator over fee failings
223,185,No,economy,aviva fined $27 million by u.k. regulator over fee failings
224,186,Yes,corporate,astrazeneca's patent on asthma drug invalidated by us court
225,186,No,stock,astrazeneca's patent on asthma drug invalidated by us court
226,186,No,market,astrazeneca's patent on asthma drug invalidated by us court
227,186,No,economy,astrazeneca's patent on asthma drug invalidated by us court
228,187,Yes,corporate,rolls-royce to ensure compliance after petrobras bribery report
229,187,No,stock,rolls-royce to ensure compliance after petrobras bribery report
230,187,No,market,rolls-royce to ensure compliance after petrobras bribery report
231,187,No,economy,rolls-royce to ensure compliance after petrobras bribery report
232,188,No,corporate,whitbread share price climbs on q4 sales growth
233,188,Yes,stock,whitbread share price climbs on q4 sales growth
234,188,No,market,whitbread share price climbs on q4 sales growth
235,188,No,economy,whitbread share price climbs on q4 sales growth
236,190,Yes,corporate,warren buffett defends berkshire hathaway's conglomerate structure
237,190,No,stock,warren buffett defends berkshire hathaway's conglomerate structure
238,190,No,market,warren buffett defends berkshire hathaway's conglomerate structure
239,190,No,economy,warren buffett defends berkshire hathaway's conglomerate structure
240,199,Yes,corporate,g4s sees profits rise but uk contract problems remain
241,199,No,stock,g4s sees profits rise but uk contract problems remain
242,199,No,market,g4s sees profits rise but uk contract problems remain
243,199,No,economy,g4s sees profits rise but uk contract problems remain
244,206,Yes,corporate,friends life lifts profits 38% and hikes divi ahead of proposed aviva takeover
245,206,No,stock,friends life lifts profits 38% and hikes divi ahead of proposed aviva takeover
246,206,No,market,friends life lifts profits 38% and hikes divi ahead of proposed aviva takeover
247,206,No,economy,friends life lifts profits 38% and hikes divi ahead of proposed aviva takeover
248,212,No,corporate,auto trader share price surges as company floats on lse
249,212,Yes,stock,auto trader share price surges as company floats on lse
250,212,No,market,auto trader share price surges as company floats on lse
251,212,No,economy,auto trader share price surges as company floats on lse
252,214,Yes,corporate,new credit suisse boss faces stiff challenge in asia
253,214,No,stock,new credit suisse boss faces stiff challenge in asia
254,214,No,market,new credit suisse boss faces stiff challenge in asia
255,214,No,economy,new credit suisse boss faces stiff challenge in asia
256,218,Yes,corporate,"update: easyjet passenger numbers, aer lingus traffic up in february"
257,218,No,stock,"update: easyjet passenger numbers, aer lingus traffic up in february"
258,218,No,market,"update: easyjet passenger numbers, aer lingus traffic up in february"
259,218,No,economy,"update: easyjet passenger numbers, aer lingus traffic up in february"
260,219,Yes,corporate,is it worth investing in tesco plc and prudential plc now?
261,219,No,stock,is it worth investing in tesco plc and prudential plc now?
262,219,No,market,is it worth investing in tesco plc and prudential plc now?
263,219,No,economy,is it worth investing in tesco plc and prudential plc now?
264,225,No,corporate,uk winners & losers: aviva and friends life lead ftse 100 gainers
265,225,No,stock,uk winners & losers: aviva and friends life lead ftse 100 gainers
266,225,Yes,market,uk winners & losers: aviva and friends life lead ftse 100 gainers
267,225,No,economy,uk winners & losers: aviva and friends life lead ftse 100 gainers
268,234,No,corporate,sainsbury's says to outperform rivals in tough market
269,234,No,stock,sainsbury's says to outperform rivals in tough market
270,234,Yes,market,sainsbury's says to outperform rivals in tough market
271,234,No,economy,sainsbury's says to outperform rivals in tough market
272,239,Yes,corporate,companieskingfisher bid for mr bricolage runs into trouble
273,239,No,stock,companieskingfisher bid for mr bricolage runs into trouble
274,239,No,market,companieskingfisher bid for mr bricolage runs into trouble
275,239,No,economy,companieskingfisher bid for mr bricolage runs into trouble
276,240,No,corporate,update 3-auto trader shares leap in uk's biggest private equity-backed listing
277,240,Yes,stock,update 3-auto trader shares leap in uk's biggest private equity-backed listing
278,240,No,market,update 3-auto trader shares leap in uk's biggest private equity-backed listing
279,240,No,economy,update 3-auto trader shares leap in uk's biggest private equity-backed listing
280,241,No,corporate,"london open: taylor wimpey and ashtead drive markets higher, barclays falls"
281,241,No,stock,"london open: taylor wimpey and ashtead drive markets higher, barclays falls"
282,241,Yes,market,"london open: taylor wimpey and ashtead drive markets higher, barclays falls"
283,241,No,economy,"london open: taylor wimpey and ashtead drive markets higher, barclays falls"
284,242,Yes,corporate,gsk and novartis complete deals to reshape both drugmakers
285,242,No,stock,gsk and novartis complete deals to reshape both drugmakers
286,242,No,market,gsk and novartis complete deals to reshape both drugmakers
287,242,No,economy,gsk and novartis complete deals to reshape both drugmakers
288,244,Yes,corporate,"aviva, friends life top forecasts ahead of 5.6 billion pound merger"
289,244,No,stock,"aviva, friends life top forecasts ahead of 5.6 billion pound merger"
290,244,No,market,"aviva, friends life top forecasts ahead of 5.6 billion pound merger"
291,244,No,economy,"aviva, friends life top forecasts ahead of 5.6 billion pound merger"
292,246,Yes,corporate,citigroup to sell onemain to springleaf for $4.25 billion
293,246,No,stock,citigroup to sell onemain to springleaf for $4.25 billion
294,246,No,market,citigroup to sell onemain to springleaf for $4.25 billion
295,246,No,economy,citigroup to sell onemain to springleaf for $4.25 billion
296,247,No,corporate,"u.k. stocks resume gains to rally to record; crh, tullow climb"
297,247,Yes,stock,"u.k. stocks resume gains to rally to record; crh, tullow climb"
298,247,No,market,"u.k. stocks resume gains to rally to record; crh, tullow climb"
299,247,No,economy,"u.k. stocks resume gains to rally to record; crh, tullow climb"
300,248,No,corporate,british american tobacco drops and sues pwc over pollution scandal
301,248,Yes,stock,british american tobacco drops and sues pwc over pollution scandal
302,248,No,market,british american tobacco drops and sues pwc over pollution scandal
303,248,No,economy,british american tobacco drops and sues pwc over pollution scandal
304,252,No,corporate,uk's ftse has worst day so far in 2015 as bg and prudential fall
305,252,No,stock,uk's ftse has worst day so far in 2015 as bg and prudential fall
306,252,Yes,market,uk's ftse has worst day so far in 2015 as bg and prudential fall
307,252,No,economy,uk's ftse has worst day so far in 2015 as bg and prudential fall
308,253,Yes,corporate,"kraft, cadbury's and britvic in total recall: how pulling a product affects profit"
309,253,No,stock,"kraft, cadbury's and britvic in total recall: how pulling a product affects profit"
310,253,No,market,"kraft, cadbury's and britvic in total recall: how pulling a product affects profit"
311,253,No,economy,"kraft, cadbury's and britvic in total recall: how pulling a product affects profit"
312,257,Yes,corporate,how kraft-heinz merger came together in speedy 10 weeks
313,257,No,stock,how kraft-heinz merger came together in speedy 10 weeks
314,257,No,market,how kraft-heinz merger came together in speedy 10 weeks
315,257,No,economy,how kraft-heinz merger came together in speedy 10 weeks
316,258,Yes,corporate,astrazeneca teams with daiichi sankyo to sell movantik in us
317,258,No,stock,astrazeneca teams with daiichi sankyo to sell movantik in us
318,258,No,market,astrazeneca teams with daiichi sankyo to sell movantik in us
319,258,No,economy,astrazeneca teams with daiichi sankyo to sell movantik in us
320,263,No,corporate,rbi surprises street; sensex pares gains after hitting mount 30k
321,263,Yes,stock,rbi surprises street; sensex pares gains after hitting mount 30k
322,263,No,market,rbi surprises street; sensex pares gains after hitting mount 30k
323,263,No,economy,rbi surprises street; sensex pares gains after hitting mount 30k
324,264,Yes,corporate,credit suisse poaches prudential's thiam for asian push
325,264,No,stock,credit suisse poaches prudential's thiam for asian push
326,264,No,market,credit suisse poaches prudential's thiam for asian push
327,264,No,economy,credit suisse poaches prudential's thiam for asian push
328,266,Yes,corporate,kingfisher takeover of mr bricolage could hit a brick wall
329,266,No,stock,kingfisher takeover of mr bricolage could hit a brick wall
330,266,No,market,kingfisher takeover of mr bricolage could hit a brick wall
331,266,No,economy,kingfisher takeover of mr bricolage could hit a brick wall
332,270,No,corporate,"u.k. stocks little changed near record as barclays, shell fall"
333,270,Yes,stock,"u.k. stocks little changed near record as barclays, shell fall"
334,270,No,market,"u.k. stocks little changed near record as barclays, shell fall"
335,270,No,economy,"u.k. stocks little changed near record as barclays, shell fall"
336,274,No,corporate,insurers: admiral blows hot and cold but aviva soars pre-friends life merger
337,274,Yes,stock,insurers: admiral blows hot and cold but aviva soars pre-friends life merger
338,274,No,market,insurers: admiral blows hot and cold but aviva soars pre-friends life merger
339,274,No,economy,insurers: admiral blows hot and cold but aviva soars pre-friends life merger
340,275,Yes,corporate,astrazeneca and daiichi sankyo to jointly commercialise movantik in the us
341,275,No,stock,astrazeneca and daiichi sankyo to jointly commercialise movantik in the us
342,275,No,market,astrazeneca and daiichi sankyo to jointly commercialise movantik in the us
343,275,No,economy,astrazeneca and daiichi sankyo to jointly commercialise movantik in the us
344,279,No,corporate,legal & general arm buys 50 pct stake in mediacityuk in manchester
345,279,Yes,stock,legal & general arm buys 50 pct stake in mediacityuk in manchester
346,279,No,market,legal & general arm buys 50 pct stake in mediacityuk in manchester
347,279,No,economy,legal & general arm buys 50 pct stake in mediacityuk in manchester
348,281,Yes,corporate,randgold profit hit by poor gold price but dividend still increases
349,281,No,stock,randgold profit hit by poor gold price but dividend still increases
350,281,No,market,randgold profit hit by poor gold price but dividend still increases
351,281,No,economy,randgold profit hit by poor gold price but dividend still increases
352,290,Yes,corporate,"companiestravis perkins lifts dividend, earnings rise 15%"
353,290,No,stock,"companiestravis perkins lifts dividend, earnings rise 15%"
354,290,No,market,"companiestravis perkins lifts dividend, earnings rise 15%"
355,290,No,economy,"companiestravis perkins lifts dividend, earnings rise 15%"
356,293,No,corporate,market report: aviva tops the market as traders approve of its choice of friends
357,293,No,stock,market report: aviva tops the market as traders approve of its choice of friends
358,293,Yes,market,market report: aviva tops the market as traders approve of its choice of friends
359,293,No,economy,market report: aviva tops the market as traders approve of its choice of friends
360,296,Yes,corporate,insurer old mutual picks standard bank's hemphill as new ceo
361,296,No,stock,insurer old mutual picks standard bank's hemphill as new ceo
362,296,No,market,insurer old mutual picks standard bank's hemphill as new ceo
363,296,No,economy,insurer old mutual picks standard bank's hemphill as new ceo
364,302,Yes,corporate,"fda panel backs safety updates for astrazeneca, takeda drugs"
365,302,No,stock,"fda panel backs safety updates for astrazeneca, takeda drugs"
366,302,No,market,"fda panel backs safety updates for astrazeneca, takeda drugs"
367,302,No,economy,"fda panel backs safety updates for astrazeneca, takeda drugs"
368,304,Yes,corporate,companiesdiageo stays neutral on india boardroom turmoil
369,304,No,stock,companiesdiageo stays neutral on india boardroom turmoil
370,304,No,market,companiesdiageo stays neutral on india boardroom turmoil
371,304,No,economy,companiesdiageo stays neutral on india boardroom turmoil
372,315,Yes,corporate,germanwings disaster will not affect image of budget air travel - easyjet
373,315,No,stock,germanwings disaster will not affect image of budget air travel - easyjet
374,315,No,market,germanwings disaster will not affect image of budget air travel - easyjet
375,315,No,economy,germanwings disaster will not affect image of budget air travel - easyjet
376,318,Yes,corporate,shell's $70 billion bg deal meets shareholder skepticism
377,318,No,stock,shell's $70 billion bg deal meets shareholder skepticism
378,318,No,market,shell's $70 billion bg deal meets shareholder skepticism
379,318,No,economy,shell's $70 billion bg deal meets shareholder skepticism
380,321,Yes,corporate,shell offers 50 percent premium to buy bg for $70 billion
381,321,No,stock,shell offers 50 percent premium to buy bg for $70 billion
382,321,No,market,shell offers 50 percent premium to buy bg for $70 billion
383,321,No,economy,shell offers 50 percent premium to buy bg for $70 billion
384,324,Yes,corporate,wpp boosts sales despite cautious clients
385,324,No,stock,wpp boosts sales despite cautious clients
386,324,No,market,wpp boosts sales despite cautious clients
387,324,No,economy,wpp boosts sales despite cautious clients
388,335,Yes,corporate,shell to buy bg group in $69.7 billion takeover
389,335,No,stock,shell to buy bg group in $69.7 billion takeover
390,335,No,market,shell to buy bg group in $69.7 billion takeover
391,335,No,economy,shell to buy bg group in $69.7 billion takeover
392,336,No,corporate,london morning briefing: hsbc and standard chartered shares rise
393,336,Yes,stock,london morning briefing: hsbc and standard chartered shares rise
394,336,No,market,london morning briefing: hsbc and standard chartered shares rise
395,336,No,economy,london morning briefing: hsbc and standard chartered shares rise
396,342,Yes,corporate,update 1-bp shareholders back more disclosure on climate change risks
397,342,No,stock,update 1-bp shareholders back more disclosure on climate change risks
398,342,No,market,update 1-bp shareholders back more disclosure on climate change risks
399,342,No,economy,update 1-bp shareholders back more disclosure on climate change risks
400,345,Yes,corporate,shell challenges exxon dominance with 47 billion-pound bid for bg
401,345,No,stock,shell challenges exxon dominance with 47 billion-pound bid for bg
402,345,No,market,shell challenges exxon dominance with 47 billion-pound bid for bg
403,345,No,economy,shell challenges exxon dominance with 47 billion-pound bid for bg
404,347,Yes,corporate,royal dutch shell to buy bg group for nearly $70 billion
405,347,No,stock,royal dutch shell to buy bg group for nearly $70 billion
406,347,No,market,royal dutch shell to buy bg group for nearly $70 billion
407,347,No,economy,royal dutch shell to buy bg group for nearly $70 billion
408,349,Yes,corporate,city spirits sink after diageo comes up short with sales slide
409,349,No,stock,city spirits sink after diageo comes up short with sales slide
410,349,No,market,city spirits sink after diageo comes up short with sales slide
411,349,No,economy,city spirits sink after diageo comes up short with sales slide
412,358,Yes,corporate,diageo receives reports from united spirits on financial irregularities involving ...
413,358,No,stock,diageo receives reports from united spirits on financial irregularities involving ...
414,358,No,market,diageo receives reports from united spirits on financial irregularities involving ...
415,358,No,economy,diageo receives reports from united spirits on financial irregularities involving ...
416,361,Yes,corporate,rolls-royce wins $9.2 billion order from emirates airline
417,361,No,stock,rolls-royce wins $9.2 billion order from emirates airline
418,361,No,market,rolls-royce wins $9.2 billion order from emirates airline
419,361,No,economy,rolls-royce wins $9.2 billion order from emirates airline
420,372,Yes,corporate,tesco sales rise shows tentative recovery continues
421,372,No,stock,tesco sales rise shows tentative recovery continues
422,372,No,market,tesco sales rise shows tentative recovery continues
423,372,No,economy,tesco sales rise shows tentative recovery continues
424,374,Yes,corporate,diageo sales disappoint as currency and comparatives leave bitter taste
425,374,No,stock,diageo sales disappoint as currency and comparatives leave bitter taste
426,374,No,market,diageo sales disappoint as currency and comparatives leave bitter taste
427,374,No,economy,diageo sales disappoint as currency and comparatives leave bitter taste
428,381,Yes,corporate,astrazeneca profit down as sales of stalwarts fade
429,381,No,stock,astrazeneca profit down as sales of stalwarts fade
430,381,No,market,astrazeneca profit down as sales of stalwarts fade
431,381,No,economy,astrazeneca profit down as sales of stalwarts fade
432,382,Yes,corporate,"whitbread profit up as sales continue to rise, looking for new ceo"
