0.25,m&a,shell to buy bg group in $69.7 billion takeover
0.556,price action,london morning briefing: hsbc and standard chartered shares rise
0.037,risks,update 1-bp shareholders back more disclosure on climate change risks
-0.196,others,shell challenges exxon dominance with 47 billion-pound bid for bg
0.078,others,shell challenges exxon dominance with 47 billion-pound bid for bg
0.259,m&a,royal dutch shell to buy bg group for nearly $70 billion
-0.521,others,city spirits sink after diageo comes up short with sales slide
-0.255,others,diageo receives reports from united spirits on financial irregularities involving ...
-0.272,others,diageo receives reports from united spirits on financial irregularities involving ...
0.777,others,rolls-royce wins $9.2 billion order from emirates airline
0.256,others,tesco sales rise shows tentative recovery continues
-0.545,others,diageo sales disappoint as currency and comparatives leave bitter taste
-0.405,others,astrazeneca profit down as sales of stalwarts fade
0.385,others,"whitbread profit up as sales continue to rise, looking for new ceo"
-0.331,risks,glencore blames rivals for creating metals glut
-0.221,others,doubts grow over glaxosmithkline's $6 bln capital return plan
-0.495,volatility,easyjet leads britain's ftse lower as global bond rout resumes
0.336,others,imperial tobacco adds quarterly dividends after profit rose
0.235,m&a,bg group still happy with shell's $70 billion offer
0.296,m&a,sabmiller buys meantime to quench thirst for craft beer
-0.09,others,aviva shuts friends life head office in rapid integration move
0.459,others,retailers kingfisher and sports direct rise in britain's share index
0.229,ipo,"glaxosmithkline targets growth across units, scraps viiv ipo"
0.354,price action,tesco share price closes higher as two more directors leave grocer
0.453,rumors,tesco leads ftse higher on clubcard bid reports
0.516,others,eli lilly & co. (lly) has broken out to a new high on astrazeneca collaboration
0.724,others,"rpt-old mutual q1 gross sales beat forecasts, up 18 pct"
-0.121,legal,"update 3-bp settles oil spill-related claims with halliburton, transocean"
-0.042,legal,"update 3-bp settles oil spill-related claims with halliburton, transocean"
-0.408,price action,glaxosmithkline share price slips as fda okays asthma therapy only for adults
-0.301,price action,glencore chief blames rivals' overproduction for share price fall
-0.152,legal,"philip morris, bat sue over law taking branding off packs"
-0.152,legal,"philip morris, bat sue over law taking branding off packs"
-0.514,price action,hargreaves lansdown share price falls as costs mount - although pensions ...
0.195,others,"press: serco set to appoint roy gardner, ex-centrica, as chairman - ft"
0.122,others,"press: serco set to appoint roy gardner, ex-centrica, as chairman - ft"
0.461,others,update 1-cypress semiconductor offers to buy integrated silicon solution
-0.69,legal,"update 1-nomura, rbs must pay $806 mln in mortgage bond case-us judge"
0.0,others,millercoors board names gavin hattersley interim ceo
0.549,others,"britain's ftse gains, land securities up after dividend hike"
0.558,price action,"britain's ftse bounces back, mondi and barratt lead"
0.552,price action,"britain's ftse bounces back, mondi and barratt lead"
0.689,others,old mutual first-quarter sales up 18% buoyed by emerging markets
0.304,others,do it for me' trend underpins uk sales growth at kingfisher
0.372,others,"aldi and lidl expansion plans speed ahead as tesco, sainsbury's, morrisons ..."
0.199,others,"centrica extends gas deals with gazprom, statoil"
0.239,others,"centrica extends gas deals with gazprom, statoil"
-0.364,others,"aberdeen am posts h1 outflows, says conditions to remain challenging"
0.433,price action,severn trent share price jumps as canadian investor renews pursuit of utility
0.143,risks,new morrisons duo get former boss's support to diffuse investor tension
-0.53,others,s&p downgrades barclays and rbs on government bailout fears
0.189,ipo,irish housebuilder cairn homes plans london listing
-0.41,others,arm slammed by handset sales outlook
0.076,others,companieslse adds ex-sec head schapiro to board
-0.41,others,sales boost for new morrisons chief david potts as tesco turnaround stalls
0.589,price action,ftse 100 flat; standard chartered leads risers
-0.025,others,companieshoward davies appointment as rbs director delayed
-0.09,others,keith skeoch to step up as david nish quits as chief executive of standard life
0.478,others,dixons carphone profit boost on strong sales
0.334,price action,"ftse rallies off three-month low, boosted by stanchart, sainsbury"
0.465,market,"ftse rallies off three-month low, boosted by stanchart, sainsbury"
-0.438,market,"royal mail, johnson matthey lead ftse lower"
-0.303,price action,sainsbury sales slip again as price pressures take a toll
0.214,ipo,sophos aims to raise $100m in london ipo
0.164,m&a,update 3-stifel to buy former lehman brokerage from barclays
0.214,m&a,borealis infrastructure putting together new severn trent bid
-0.414,risks,"ftse falls to 3-month low on greek debt concerns, easyjet skids"
-0.626,price action,johnson matthey share price slumps as company posts full-year results
0.199,legal,update: barclays expects gain after settling with lehman bros trustee
0.239,legal,update: barclays expects gain after settling with lehman bros trustee
-0.343,risks,petrofac books further â£30m cost for shetland gas terminal delays
0.09,price action,petrofac share price rises despite â£30m costs on north sea project
-0.1,others,whitbread boss andy harrison defends sales fall as 'just a blip'
-0.373,price action,barclays share price subdued as bank faces fresh forex probe
0.721,rumors,companiesactelion shares hit record on shire takeover talk
0.345,rumors,companiesactelion shares hit record on shire takeover talk
0.247,regulatory,lse gets hong kong regulatory nod to hk firms to become lse members
0.415,others,diageo shares surge on report of possible takeover by lemann
-0.333,regulatory,rbs chairman admits surprise at size of regulatory penalties
0.002,others,rsa insurance hires towergate's egan as chief financial officer
0.281,others,johnson matthey raises prospect of investor payout
-0.078,rumors,intercontinental hotels denies reports of starwood merger talks
0.452,market,refile-hikma and barclays help britain's ftse to climb higher
0.42,regulatory,fda approves astrazeneca's iressa as lung cancer treatment
-0.392,risks,astrazeneca suffers setback after drug fails to treat eye cancer
-0.346,others,british american tobacco first-half sales hurt by currency moves
0.25,rumors,zurich insurance considering offer for uk rival rsa insurance
0.262,others,japan's nikkei lands financial times in $1.3 billion deal
-0.248,legal,"ingenious, hsbc, ubs and coutts sued by 'tax avoidance' clients"
-0.251,legal,"ingenious, hsbc, ubs and coutts sued by 'tax avoidance' clients"
-0.281,legal,"ingenious, hsbc, ubs and coutts sued by 'tax avoidance' clients"
0.258,others,update 1-astrazeneca sells rare cancer drug to sanofi for up to $300 mln
0.234,others,sainsbury sells unit to lloydspharmacy
0.39,others,bae systems's sales boosted by european typhoon and currencies
-0.315,legal,"royal mail 'breached competition law' over delivery service changes, ofcom claims"
0.329,price action,"britain's ftse steadies, supported by dixons carphone"
0.284,others,glaxo's viiv healthcare signs china manufacturing deal with desano
0.233,others,astrazeneca sells caprelsa rights to sanofi unit
-0.229,others,update 5-barclays chairman mcfarlane axes ceo to speed up strategic change
-0.665,price action,miners meltdown as bhp to rio tinto sink in commodities rout
-0.448,market,"ftse led lower by m&s, glaxosmithkline"
0.276,m&a,gkn to buy fokker technologies for 706 mln euros
0.198,others,diageo sells ryder cup venue gleneagles hotel to ennismore group
0.237,others,diageo sells ryder cup venue gleneagles hotel to ennismore group
0.148,others,"update: cib, legal & general sell egyptian life joint venture to axa"
0.202,m&a,chime communications set to be acquired by wpp and providence
0.177,others,"companiesnew aggreko ceo to reshape business, strip costs"
0.33,others,astrazeneca to pay inovio up to $700 million for cancer drug
0.0,market,rio tinto ceo says iron ore market at equilibrium
-0.314,trade,us sanctions put gazprom-shell alliance plans in jeopardy
-0.158,others,standard chartered not raising capital yet as dividend cut
-0.338,risks,"update 1-bhp billiton's credit ratings fragile in fy16, agencies warn"
0.231,m&a,crh adds cr laurence to acquisitions tally for $1.3bn
0.217,others,novartis buys remaining rights to gsk treatment in deal up to $1 billion
0.316,others,"astrazeneca bags another cancer drug deal, this time with inovio"
-0.398,others,refile-aviva investors to move 34 bln euros in assets from axa fund arm
-0.338,others,"l&g still paying price for dividend cut during crisis, chief says"
-0.566,company communication,buffett's company reports 37 percent drop in 2q earnings
0.769,others,travis perkins hikes dividend 20% as profit and revenue rise
-0.398,others,"tesco, asda sales fall as march of the discounters continues: kantar"
0.22,m&a,shire proposes $30 bln all-share tie-up with baxalta
0.124,others,shire ceo steps up drive to get baxalta board talking
-0.356,others,"tesco, asda sales fall as march of the discounters continues-kantar"
-0.446,regulatory,verizon and at&t accused of hurting rivals
-0.479,volatility,"ftse 100 falls as china devaluation hits burberry, mining stocks"
-0.647,legal,"nine banks including barclays, citi, agree to pay $2 billion to settle forex ..."
0.302,ipo,companiescar insurer hastings group driving â£180m ipo
-0.718,risks,glencore slumps 25 pct as debt fears grow
0.182,m&a,horizonte acquires neighbouring glencore nickel property in brazil
0.078,others,update 1-engineering firm smiths group confirms ceo appointment
-0.731,company communication,industry newsmorrisons unveils which stores will close as 900 jobs face the axe
-0.781,risks,glencore slumps 30 percent as debt fears grow
0.357,others,aberdeen asset management gains foothold in china
0.273,others,arm holdings plc partners with international business machines corp. to drive ...
0.345,others,arm holdings plc partners with international business machines corp. to drive ...
-0.597,price action,"ftse 100 drops 2.5 pct on glencore, metals price fears"
0.198,others,"after barclays and bank of america, citigroup has blockchain in sight"
0.224,others,"after barclays and bank of america, citigroup has blockchain in sight"
0.237,m&a,ab inbev approaches sabmiller to explore $250bn tie-up
0.379,regulatory,eu regulator backs approval for gsk injectable asthma drug
0.278,risks,glencore fight back over debt fears lifts shares
0.461,fundamentals,"news feedftse 100 movers: ashtead jumps on strong interims; glencore, bp in ..."
0.295,m&a,brewer ab inbev seeks $275 bln tie-up with sabmiller
0.276,m&a,ab inbev looks to win over sabmiller investors
0.418,regulatory,update 1-eu regulator backs approval for gsk injectable asthma drug
-0.571,market,copper market may get a 2003-style supply shock from glencore closures
-0.113,others,talktalk hires bae systems to investigate cyber attack
0.236,m&a,renewed ab inbev bid for sabmiller ups stake in beer battle
0.107,rumors,companiesab inbev signals it won't go hostile for sabmiller
-0.391,risks,astrazeneca diabetes drug combination faces delay after fda rebuff
0.0,others,mylan appoints ranjan ray chaudhuri as global commercial lead for mylan's over ...
-0.439,others,sabmiller revenue hit by weaker em currencies
0.172,m&a,update 5-sabmiller rejects ab inbev's $104 bln takeover approach
0.008,market,market report: eight-day rally ends for ftse 100 and standard chartered
0.197,m&a,ab inbev offers sabmiller $3 billion breakup fee
0.294,trade,gsk joins china trade push as uk trumpets healthcare deals
0.257,m&a,ab inbev ups offer for sabmiller as deadline looms
0.337,fundamentals,tesco plc's recovery continues with a â£250m cash infusion
0.162,volatility,"metals-zinc surges 12 pct after glencore cuts output, fuelling metals rally"
0.383,others,companiesunilever sales lifted by ice cream in soft economy
0.127,rumors,ab inbev's latest bid said unlikely to win sabmiller's approval
0.512,price action,britain's ftse forges ahead as shire surges
-0.158,m&a,ab inbev attacks sabmiller bid rebuffal
0.24,m&a,anheuser-busch inbev increases offer for rival sabmiller
0.424,others,why i'd buy arm holdings plc and bhp billiton plc today
0.434,others,barclays plc & lloyds banking group plc are the 2 banks i'd buy today
-0.227,risks,easyjet dismisses lufthansa low-cost plan in contest for germany
0.318,rumors,"exclusive-bp, china's cnpc to unveil oil alliance - sources"
0.016,others,sab's chairman digs in with board divided on inbev offer
0.225,m&a,kinder morgan and bp form joint venture limited liability company to purchase ...
-0.459,legal,supreme court upholds $236 million jury award against exxonmobil
-0.812,others,standard chartered's shares plunge 7% after fitch downgrade
0.238,m&a,wpp wins race for 'programmatic buying' agency essence digital
-0.637,legal,bhp billiton share price: brazil to sue samarco for â£3.5bn
-0.593,risks,g4s slides on balance sheet worries
0.507,regulatory,fda approves astrazeneca drug for advanced lung cancer
0.154,others,hsbc appoints business leaders to board
-0.074,others,"hsbc shakes up board with two new business chiefs, three departures"
0.549,regulatory,astrazeneca wins fda approval for key new lung cancer pill
-0.266,others,update 1-lloyds to cut 945 jobs as part of 3-year restructuring plan
-0.461,others,standard chartered shifts emerging-markets strategy after losses
0.393,others,astrazeneca's lung cancer drug tagrisso gets fda approval
0.526,price action,severn trent share price rises as first half profit inches up as customer ...
0.037,legal,glencore sees tripoli-based noc as sole legal seller of libyan oil
-0.532,others,lloyds to cut 945 jobs as part of three-year restructuring strategy
0.593,m&a,astrazeneca to buy zs pharma for $2.7 billion
0.166,company communication,"ackman, in email, says supports valeant ceo pearson"
0.326,m&a,astrazeneca sells us drug rights to perrigo for $380 mln
0.468,m&a,"update 1-astrazeneca buys zs pharma for $2.7 billion, pips actelion"
0.402,m&a,corrected-shire to buy dyax for about $5.9 bln
0.077,others,barclays poised to replace sir mike rake as he heads for exit
0.52,m&a,astrazeneca acquires zs pharma in $2.7 billion deal
0.64,price action,astrazeneca shares climb 3% as drug maker ups profits forecasts
0.551,others,peroni and grolsch put up for sale as ab inbev plans acquisition of sabmiller
0.165,risks,easyjet expects resilient demand to withstand security fears
0.634,price action,compass group says positive for year ahead
-0.582,others,us dollar wipes out sales gains for sabmiller
0.043,others,"update 1-sabmiller 2nd-quarter underlying sales rise, forex impacts margins"
0.429,others,update 2-pricey beers lift sabmiller's quarterly underlying sales
-0.381,company communication,valeant ceo pledges to heed critics after `painful' experience
0.324,company communication,"are aviva plc, direct line insurance group plc and admiral group plc set to soar?"
0.345,company communication,"are aviva plc, direct line insurance group plc and admiral group plc set to soar?"
-0.738,central banks,stanchart and rbs struggle in bank of england stress tests
-0.39,regulatory,stanchart and rbs struggle in bank of england stress tests
0.281,others,barclays sells benchmark indices unit to bloomberg
-0.251,price action,"sainsbury's, asda, tesco and morrisons will all cut petrol prices as oil falls ..."
-0.259,financial,"sainsbury's, asda, tesco and morrisons will all cut petrol prices as oil falls ..."
-0.222,price action,"sainsbury's, asda, tesco and morrisons will all cut petrol prices as oil falls ..."
0.276,insider activity,"eu drops shell, bp, statoil from ethanol benchmark investigation"
0.294,insider activity,"eu drops shell, bp, statoil from ethanol benchmark investigation"
0.372,m&a,astrazeneca explores potential deal with acerta for cancer drug
0.0,others,shell and bg shareholders to vote on deal at end of january
0.519,others,astrazeneca chases acerta to secure next cancer drug winner
-0.604,price action,companiestesco off to a bad start over xmas â€“ kantar
0.31,others,"dbs, julius baer emerge as potential bidders for barclays asia wealth unit ..."
0.766,others,why astrazeneca plc & dixons carphone plc are red-hot growth stars!
0.818,m&a,bbcn bancorp to buy wilshire bancorp in $1 bln deal
0.623,price action,itv share price jumps on report of comcast's nbcuniversal bidding to takeover ...
0.611,price action,itv share price jumps on report of comcast's nbcuniversal bidding to takeover ...
0.408,ipo,glencore studies possible ipo for agricultural trading business
-0.175,rumors,can christmas save sainsbury's plc and tesco plc?
0.47,m&a,update 1-astrazeneca boosts respiratory unit with $575 mln takeda deal
0.113,others,bilfinger industrial services win â£100m bp contract extension
0.335,central banks,"standard chartered, rbs escape capital raising in stress test"
0.321,regulatory,"standard chartered, rbs escape capital raising in stress test"
0.284,others,astrazeneca weighing up acerta bid to secure blood cancer drug
0.492,central banks,2 turnaround buys for 2016? bhp billiton plc and home retail group plc
0.25,risks,l&g completes uk's largest medically underwritten bulk pension risk deal
0.437,m&a,drugmaker shire to buy baxalta for $32 billion after 6-month pursuit
-0.786,price action,kingfisher share price slides on cost to implement new strategy
0.287,company communication,shire says internal synergy goals from baxalta deal higher
-0.736,central banks,"european shares plunge, roiled by bhp and oil; hopes turn to ecb"
0.573,price action,morrisons and debenhams surprise city with christmas bounce back
0.619,price action,morrisons and debenhams surprise city with christmas bounce back
-0.59,volatility,"britain's ftse falls back with ashtead, commodities under pressure"
0.814,others,tesco shares jump 6% after christmas sales beat expectations
0.133,risks,"ceos of bpm, ubi meet italy econ minister as m&a talk heats up"
0.135,price action,companieshome retail trims gains but is considered 'in play'
0.577,others,philippines' san miguel says to partner with kirin if it bids for sabmiller's ...
